threads,size,pin,runtime,energy
14.788116,1000,false,0.4459109,20.631477
14.788116,1000,false,0.43028486,19.832224
14.788116,1000,false,0.44802043,19.201368
14.788116,1000,false,0.4168537,18.72096
14.788116,1000,false,0.41629928,18.563065
14.788116,1000,false,0.41586098,18.671097
14.788116,1000,false,0.41770643,18.574842
14.943493,1000,false,0.42047676,18.724072
14.943493,1500,false,2.1054094,86.83584
14.943493,1500,false,2.1202166,86.942345
14.943493,1500,false,2.0975888,86.70314
14.943493,1500,false,2.1114388,87.33492
14.943493,1500,false,2.091211,86.50759
14.943493,1500,false,2.0949214,86.65377
14.943493,1500,false,2.094249,86.60201
14.943493,1500,false,2.0976806,91.68861
14.943493,1500,false,2.1137066,89.48842
6.943493,1500,false,2.1074476,86.98061
6.943493,1500,false,1.8766775,73.905396
6.943493,1500,false,1.8752873,73.34924
6.943493,1500,false,1.8679096,73.512566
6.943493,1500,false,1.8696353,73.306206
6.943493,1500,false,2.038891,75.313774
6.943493,1500,false,1.8686292,73.1881
6.943493,1500,false,1.8868437,73.517265
6.943493,1500,false,1.8872747,73.530396
6.943493,1500,false,1.8889511,73.820305
2.1434927,1500,false,1.8651582,72.803764
2.1434927,1500,false,7.1957464,144.62163
2.1434927,1500,false,7.2302365,145.03247
2.1434927,1500,false,7.17608,143.66992
2.1434927,1500,false,7.1946006,143.96643
2.1434927,1500,false,7.1700764,142.85309
2.1434927,1500,false,7.1760597,142.1236
2.1434927,1500,false,7.171861,143.54077
2.1434927,1500,false,7.198583,144.1419
2.1434927,1500,false,7.1722584,142.59558
10.143493,1500,false,7.175906,142.26581
10.143493,1500,false,1.701946,71.54559
10.143493,1500,false,1.827948,74.055534
10.143493,1500,false,1.7247688,72.14996
10.143493,1500,false,1.8157034,73.023735
10.143493,1500,false,1.8166625,73.07928
10.143493,1500,false,1.706015,71.8385
10.143493,1500,false,1.8269845,73.373344
10.143493,1500,false,1.8209059,73.0241
10.143493,1500,false,1.7055571,72.01129
14.943493,1500,false,1.7033985,71.3952
14.943493,1500,false,2.1036594,85.30703
14.943493,1500,false,2.0835176,84.80826
14.943493,1500,false,2.1014426,85.040985
14.943493,1500,false,2.0992568,85.21341
14.943493,1500,false,2.0873475,85.163414
14.943493,1500,false,2.099978,85.305504
14.943493,1500,false,2.0926123,85.158165
14.943493,1500,false,2.0973244,85.25576
14.943493,1500,false,2.1325195,89.13753
12.063493,1500,false,2.1099591,85.82309
12.063493,1500,false,1.8893038,77.29985
12.063493,1500,false,1.8269587,76.5175
12.063493,1500,false,1.8864625,77.13231
12.063493,1500,false,1.8995285,77.838974
12.063493,1500,false,1.8163941,76.30406
12.063493,1500,false,1.8219731,76.45189
12.063493,1500,false,1.8255235,76.61723
12.063493,1500,false,1.8935863,77.3341
12.063493,1500,false,1.8853955,77.35997
10.335493,1500,false,1.9002097,77.65959
10.335493,1500,false,1.713278,72.30768
10.335493,1500,false,1.8148699,73.58544
10.335493,1500,false,1.7022414,71.90338
10.335493,1500,false,1.7275729,73.55658
10.335493,1500,false,1.8192884,73.82952
10.335493,1500,false,1.7028921,72.17101
10.335493,1500,false,1.7016357,72.242
10.335493,1500,false,1.8164696,73.715385
10.335493,1500,false,1.8210063,73.84405
9.298693,1500,false,1.7265179,72.62536
9.298693,1500,false,1.7897143,72.742676
9.298693,1500,false,1.6782837,70.93378
9.298693,1500,false,1.6561455,70.37573
9.298693,1500,false,1.6833005,71.18439
9.298693,1500,false,1.7296455,71.77344
9.298693,1500,false,1.8236918,73.02118
9.298693,1500,false,1.8149974,72.68756
9.298693,1500,false,1.8192861,72.84619
9.298693,1500,false,1.6511538,70.56146
8.676613,1500,false,1.6551573,70.61926
8.676613,1500,false,1.8302064,72.996574
8.676613,1500,false,1.6570057,70.56915
8.676613,1500,false,1.6501105,70.56183
8.676613,1500,false,1.693708,71.42474
8.676613,1500,false,1.8096464,72.97216
8.676613,1500,false,1.6630157,70.9057
8.676613,1500,false,1.8177952,72.85901
8.676613,1500,false,1.6578082,71.019775
8.676613,1500,false,1.8209945,73.151726
8.254027,1500,false,1.6822855,71.25641
8.254027,1500,false,1.7246189,71.441345
8.254027,1500,false,1.6180565,69.86383
8.254027,1500,false,1.6531564,70.39716
8.254027,1500,false,1.6175926,69.62274
8.254027,1500,false,1.6270456,69.88911
8.254027,1500,false,1.6176089,69.84205
8.254027,1500,false,1.6439786,70.19672
8.254027,1500,false,1.6425022,70.21594
8.254027,1500,false,1.6840634,71.59802
7.921959,1500,false,1.6241391,69.84607
7.921959,1500,false,1.6178879,69.98242
7.921959,1500,false,1.6349001,70.127266
7.921959,1500,false,1.6273863,69.95728
7.921959,1500,false,1.6177243,69.73597
7.921959,1500,false,1.6453667,70.41754
7.921959,1500,false,1.6279056,70.17523
7.921959,1500,false,1.6434813,70.372505
7.921959,1500,false,1.6254704,70.217896
7.921959,1500,false,1.6248262,70.0639
8.202881,1500,false,1.6177263,69.811226
8.202881,1500,false,1.6454825,70.30317
8.202881,1500,false,1.6185653,70.0489
8.202881,1500,false,1.6323423,70.38403
8.202881,1500,false,1.6270665,70.04486
8.202881,1500,false,1.6333079,70.2984
8.202881,1500,false,1.6175419,70.076546
8.202881,1500,false,1.6430768,70.385376
8.202881,1500,false,1.6178128,69.97748
8.202881,1500,false,1.6558471,70.47077
7.95448,1500,false,1.6537616,70.56323
7.95448,1500,false,1.6750338,71.16937
7.95448,1500,false,1.6349332,70.56434
7.95448,1500,false,1.6172372,70.15308
7.95448,1500,false,1.6933464,71.37042
7.95448,1500,false,1.6619008,71.05725
7.95448,1500,false,1.6260211,70.244514
7.95448,1500,false,1.6174204,70.23572
7.95448,1500,false,1.6361609,70.59863
7.95448,1500,false,1.6616509,70.90991
8.180628,1500,false,1.6246333,70.38214
8.180628,1500,false,1.6356385,70.65448
8.180628,1500,false,1.6320103,70.67328
8.180628,1500,false,1.6439831,70.77484
8.180628,1500,false,1.6251932,70.41339
8.180628,1500,false,1.63817,71.5188
8.180628,1500,false,1.6295931,70.45654
8.180628,1500,false,1.6477869,70.94215
8.180628,1500,false,1.7227346,75.69701
8.180628,1500,false,1.65394,70.70631
7.9704823,1500,false,1.6182373,70.43342
7.9704823,1500,false,1.6274549,70.42377
7.9704823,1500,false,1.6350646,70.53064
7.9704823,1500,false,1.6374283,70.80543
7.9704823,1500,false,1.6784732,71.16327
7.9704823,1500,false,1.6182964,70.35858
7.9704823,1500,false,1.6170769,70.282166
7.9704823,1500,false,1.6171606,70.36627
7.9704823,1500,false,1.6845556,74.77825
