size,pin,threads,runtime,energy
1250,false,16,1.0276049,42.39741
1250,false,16,1.0273569,42.42976
1250,false,16,1.0199603,42.03163
1250,false,16,1.0039074,41.654434
1250,false,16,1.016488,41.977676
1250,false,16,1.0249593,42.20833
1250,false,16,1.0154425,41.993847
1250,false,16,1.0142988,42.216812
1250,false,16,1.020462,42.128246
1250,false,8,1.0216092,42.196423
1250,false,8,0.8803765,37.32809
1250,false,8,0.8797545,37.23208
1250,false,8,0.90712106,37.675255
1250,false,8,0.8796329,37.382717
1250,false,8,0.89428544,37.46835
1250,false,8,0.87905115,37.064297
1250,false,8,0.87902135,37.23025
1250,false,8,0.8903432,37.211514
1250,false,8,0.8895364,37.42483
1250,false,3.1999998,0.87993664,37.241848
1250,false,3.1999998,3.543807,70.54663
1250,false,3.1999998,2.3556416,55.83305
1250,false,3.1999998,3.547423,70.181335
1250,false,3.1999998,3.5464814,69.948364
1250,false,3.1999998,2.3598096,55.790688
1250,false,3.1999998,3.5449257,70.128426
1250,false,3.1999998,3.551101,69.660095
1250,false,3.1999998,2.423929,56.10221
1250,false,3.1999998,2.6453886,59.095
1250,false,11.2,2.647519,58.940952
1250,false,11.2,0.9046388,37.72189
1250,false,11.2,0.9063107,37.89608
1250,false,11.2,0.92767,38.221947
1250,false,11.2,0.9018673,37.898037
1250,false,11.2,0.91318446,37.949856
1250,false,11.2,0.9073833,38.15615
1250,false,11.2,0.90453416,38.021633
1250,false,11.2,0.9210877,38.313744
1250,false,11.2,0.920896,38.286953
1250,false,16,0.922704,38.323875
1250,false,16,1.008575,41.65358
1250,false,16,1.018638,41.85518
1250,false,16,1.0187119,42.23195
1250,false,16,0.99603266,42.18599
1250,false,16,0.99294484,41.402542
1250,false,16,1.0336839,43.05293
1250,false,16,1.0405825,43.519295
1250,false,16,1.0390676,43.82612
1250,false,16,1.0235327,42.291824
1250,false,13.12,1.0195807,42.27913
1250,false,13.12,0.93325216,39.151573
1250,false,13.12,0.933072,39.165245
1250,false,13.12,0.9380293,39.331566
1250,false,13.12,0.9341468,39.194237
1250,false,13.12,0.9527943,39.62142
1250,false,13.12,0.9312805,39.191975
1250,false,13.12,0.9329854,39.316856
1250,false,13.12,0.92623323,39.0848
1250,false,13.12,0.9325531,39.183434
1250,false,11.392,0.93525463,39.25808
1250,false,11.392,0.9198364,38.44204
1250,false,11.392,0.9513186,38.949913
1250,false,11.392,0.90271986,38.23165
1250,false,11.392,0.90744776,38.29806
1250,false,11.392,0.95239884,39.027245
1250,false,11.392,0.927491,38.68624
1250,false,11.392,0.92251426,38.61001
1250,false,11.392,0.9228788,38.620014
1250,false,11.392,0.9189885,38.461266
1250,false,10.3552,0.9264951,38.60586
1250,false,10.3552,0.93588716,38.51864
1250,false,10.3552,0.96668214,39.078815
1250,false,10.3552,0.91956407,38.294216
1250,false,10.3552,0.93994147,38.537743
1250,false,10.3552,0.89807326,38.079678
1250,false,10.3552,0.90916854,38.10012
1250,false,10.3552,0.93387765,38.523582
1250,false,10.3552,0.92154884,38.41964
1250,false,10.3552,0.9249436,38.440453
1250,false,9.73312,0.9167165,38.275173
1250,false,9.73312,0.91427916,38.23678
1250,false,9.73312,0.92381287,38.746727
1250,false,9.73312,0.9403698,38.653526
1250,false,9.73312,0.9192825,38.2167
1250,false,9.73312,0.9162242,38.28085
1250,false,9.73312,0.9278199,38.533657
1250,false,9.73312,0.9012843,38.03518
1250,false,9.73312,0.9103902,38.140648
1250,false,9.73312,0.9026906,38.082787
1250,false,9.3105345,0.9618173,38.960167
1250,false,9.3105345,0.908531,37.89236
1250,false,9.3105345,0.9593788,38.686302
1250,false,9.3105345,0.88727635,37.656887
1250,false,9.3105345,0.8869014,37.62545
1250,false,9.3105345,0.8983445,37.78634
1250,false,9.3105345,0.9314562,38.266933
1250,false,9.3105345,0.88677824,37.535
1250,false,9.3105345,0.89667976,37.739834
1250,false,9.3105345,0.8858386,37.44723
1250,false,8.978466,0.92313224,38.031944
1250,false,8.978466,0.8892284,37.64401
1250,false,8.978466,0.9215333,38.135887
